state,municipality,electionDay,isPrimary,partisanType
TX,Abernathy,5/4/2024,,
TX,Redwater,5/4/2024,,
TX,Ferris,5/4/2024,,
TX,Donna,3/5/2024,,
TX,Little Elm,5/4/2024,,
TX,Westover Hills,5/4/2024,,
TX,Corrigan-Camden,5/4/2024,,
TX,Malakoff,5/4/2024,,
TX,Thorndale,5/4/2024,,
TX,New Boston,5/4/2024,,
TX,Forney,5/4/2024,,
TX,Texas,5/4/2024,,
TX,Buffalo Gap,5/4/2024,,
TX,Krum,5/4/2024,,
FL,Plant,4/2/2024,,
FL,Hillsborough,,,
TX,Wolfe,5/4/2024,,
TX,Tiki Island,5/4/2024,,
FL,Royal Palm Beach,3/19/2024,,
TX,Avalon,5/4/2024,,
TX,Ponder,5/4/2024,,
TX,Boerne,5/4/2024,,
TX,Iowa Colony,5/4/2024,,
TX,Denton,,,
TX,Mont Belvieu,5/4/2024,,
TX,Chambers,,,
TX,Clyde,5/4/2024,,
TX,Combes,5/4/2024,,
TX,China,5/4/2024,,
TX,Ennis,5/4/2024,,
TX,Rosenberg,5/4/2024,,
TX,Corinth,5/4/2024,,
TX,Sweeny,5/4/2024,,
TX,Sansom Park,5/4/2024,,
TX,Flower Mound,5/4/2024,,
TX,Harlingen,5/4/2024,,
TX,Coppell,5/4/2024,,
TX,Italy,5/4/2024,,
TX,Annetta South,5/4/2024,,
TX,Wilmer,5/4/2024,,
TX,Hondo,5/4/2024,,
TX,Lindale,5/4/2024,,
TX,Bells,5/4/2024,,
TX,Melissa,5/4/2024,,
TX,Haslet,5/4/2024,,
TX,Edgecliff,5/4/2024,,
TX,Goodrich,5/4/2024,,
TX,Bulverde,5/4/2024,,
TX,Castleberry,5/4/2024,,
TX,Manvel,5/4/2024,,
TX,Agua,5/4/2024,,
TX,Cedar Hill,5/4/2024,,
TX,Palmer,5/4/2024,,
TX,Harker Heights,5/4/2024,,
TX,Azle,5/4/2024,,
TX,Midlothian,5/4/2024,,
TX,Ingleside on the Bay,5/4/2024,,
TX,Lufkin,5/4/2024,,
TX,Alvord,5/4/2024,,
TX,Hutto,5/4/2024,,
TX,Helotes,5/4/2024,,
TX,Friendswood,5/4/2024,,
TX,Wortham,5/4/2024,,
TX,Arp,5/4/2024,,
TX,Oak Ridge North,5/4/2024,,
TX,Beasley,5/4/2024,,
TX,Sachse,5/4/2024,,
TX,Point,5/4/2024,,
TX,Tolar,5/4/2024,,
TX,Iowa Park,5/4/2024,,
TX,Wichita,,,
TX,Annetta North,5/4/2024,,
TX,Keller,5/4/2024,,
TX,McGregor,5/4/2024,,
TX,Pecan Hill,5/4/2024,,
TX,Lovejoy,5/4/2024,,
TX,Providence,5/4/2024,,
TX,Pattison,5/4/2024,,
TX,Brookshire,5/4/2024,,
TX,Bee Cave,5/4/2024,,
TX,Westlake,5/4/2024,,
TX,Chandler,5/4/2024,,
TX,Copperas Cove,5/4/2024,,
TX,Gladewater,5/4/2024,,
TX,Lakeport,5/4/2024,,
TX,Alto,5/4/2024,,
TX,Duncanville,5/4/2024,,
TX,Gunter,5/4/2024,,
TX,Lorenzo,5/4/2024,,
TX,Holiday Lakes,5/4/2024,,
TX,Cedar Park,5/4/2024,,
TX,Dalworthington Gardens,5/4/2024,,
TX,New Fairview,5/4/2024,,
TX,Kemah,5/4/2024,,
TX,Denison,5/4/2024,,
TX,Dripping Springs,5/4/2024,,
TX,Fruitvale,5/4/2024,,
TX,Ames,5/4/2024,,
TX,Oyster Creek,5/4/2024,,
TX,Fort Bend,,,
TX,McLendon-Chisholm,5/4/2024,,
TX,Meadows Place,5/4/2024,,
TX,Waskom,5/4/2024,,
TX,Clear Lake Shores,5/4/2024,,
TX,Aransas Pass,5/4/2024,,
TX,Celina,5/4/2024,,
TX,Pine,5/4/2024,,
TX,Academy,5/4/2024,,
TX,Castle Hills,5/4/2024,,
TX,Aledo,5/4/2024,,
TX,University Park,5/4/2024,,
MA,Billerica,4/6/2024,,
SD,Bruce,4/9/2024,,
SD,Estelline,4/9/2024,,
SD,Dell,4/9/2024,,
SD,Alcester-Hudson,4/9/2024,,
SD,Baltic,4/9/2024,,
WV,Martinsburg,6/11/2024,,
AR,Letona,3/5/2024,,
AR,Kibler,11/5/2024,,
AR,Johnson,3/5/2024,,
AR,White,3/5/2024,,
AR,Lonoke,3/5/2024,,
AR,Scott,3/5/2024,,
NE,Grand Island,5/14/2024,,
NE,Box Butte,5/14/2024,,
AR,St. Francis,3/5/2024,,
AR,Rudy,11/5/2024,,
AR,Ouachita,3/5/2024,,
AR,Lafayette,3/5/2024,,
AR,Mountainburg,11/5/2024,,
NE,Hallam,5/14/2024,,
NE,Dixon,5/14/2024,,
NE,Harlan,5/14/2024,,
AR,Calhoun,3/5/2024,,
AR,Stone,3/5/2024,,
AR,Dallas,3/5/2024,,
NE,Scotts Bluff,5/14/2024,,
AR,Logan,3/5/2024,,
AR,Jefferson,3/5/2024,,
NE,Platte,5/14/2024,,
AR,Johnson,3/5/2024,,
AR,Centerton,11/5/2024,,
AR,Perry,3/5/2024,,
AR,Lawrence,3/5/2024,,
AR,Monette,11/5/2024,,
NE,McPherson,5/14/2024,,
AR,Egypt,3/5/2024,,
AR,Faulkner,3/5/2024,,
NE,Dawes,5/14/2024,,
AR,Columbia,3/5/2024,,
AR,Logan,3/5/2024,,
AR,Logan,3/5/2024,,
AR,Jefferson,3/5/2024,,
MS,MS,11/5/2024,,
NE,Burt,5/14/2024,,
NE,Roca,5/14/2024,,
AR,Lincoln,3/5/2024,,
AR,Union,3/5/2024,,
NE,Morrill,5/14/2024,,
AR,Prairie,3/5/2024,,
NE,Cherry,5/14/2024,,
AR,Lawrence,3/5/2024,,
NE,Perkins,5/14/2024,,
MA,Ludlow,3/27/2024,,
MA,Hingham,4/22/2024,,
MA,Stoughton,2/27/2024,,
VT,Proctor,3/5/2024,,
VT,Clarendon,3/5/2024,,
VT,Baltimore,3/5/2024,,
VT,Ninnekah,3/5/2024,,
VT,Sudbury,3/5/2024,,
VT,Banner,3/5/2024,,
VT,Pittsford,3/5/2024,,
VT,Plymouth,3/5/2024,,
VT,Fayston,3/5/2024,,
VT,Moretown,3/5/2024,,
VT,Hartland,3/5/2024,,
VT,West Rutland,3/5/2024,,
VT,Timberlake,3/5/2024,,
VT,Wallingford,3/5/2024,,
VT,Ira,3/5/2024,,
VT,Chittenden,3/5/2024,,
VT,Woodstock,3/5/2024,,
VT,Weston,3/5/2024,,
VT,Plymouth,3/5/2024,,
VT,Marshfield,3/5/2024,,
VT,Ira,3/5/2024,,
VT,Bolton,3/5/2024,,
VT,Springfield,3/5/2024,,
VT,Middleberg,3/5/2024,,
VT,Norwich,3/5/2024,,
VT,Maple,3/5/2024,,
VT,Benson,3/5/2024,,
VT,Woodstock,3/5/2024,,
VT,Darlington,3/5/2024,,
VT,Gypsy,3/5/2024,,
VT,Hartland,3/5/2024,,
VT,Chittenden,3/5/2024,,
VT,Strother,3/5/2024,,
VT,Mount Tabor,3/5/2024,,
VT,Waitsfield,3/5/2024,,
VT,West Haven,3/5/2024,,
VT,Brandon,3/5/2024,,
VT,Chester,3/5/2024,,
VT,Sudbury,3/5/2024,,
VT,Mount Holly,3/5/2024,,
VT,Berlin,3/5/2024,,
VT,Pawlet,3/5/2024,,
VT,Broken,3/5/2024,,
VT,Charlotte,3/5/2024,,
VT,Tinmouth,3/5/2024,,
VT,Killington,3/5/2024,,
VT,Barre,3/5/2024,,
VT,Clarendon,3/5/2024,,
VT,Milton,3/5/2024,,
VT,Oak,3/5/2024,,
VT,Mount Holly,3/5/2024,,
VT,Justus-Tiawah,3/5/2024,,
VT,Brandon,3/5/2024,,
VT,Mount Tabor,3/5/2024,,
VT,Newcastle,3/5/2024,,
VT,Bolton,3/5/2024,,
VT,Chittenden,3/5/2024,,
VT,Killington,3/5/2024,,
VT,East Montpelier,3/5/2024,,
VT,Westford,3/5/2024,,
VT,Waterbury,3/5/2024,,
VT,Plainfield,3/5/2024,,
VT,Duxbury,3/5/2024,,
VT,Wanette,3/5/2024,,
VT,Hartford,3/5/2024,,
VT,West Haven,3/5/2024,,
VT,Colchester,3/5/2024,,
VT,West Rutland,3/5/2024,,
VT,Pittsford,3/5/2024,,
VT,Huntsville,3/5/2024,,
VT,Mendon,3/5/2024,,
VT,Wainwright,3/5/2024,,
VT,West Haven,3/5/2024,,
VT,Marshfield,3/5/2024,,
VT,Mendon,3/5/2024,,
VT,Brandon,3/5/2024,,
VT,Chittenden,3/5/2024,,
VT,Shrewsbury,3/5/2024,,
VT,Bishop,3/5/2024,,
VT,Pittsford,3/5/2024,,
VT,Middlesex,3/5/2024,,
VT,Roxbury,3/5/2024,,
VT,Williston,3/5/2024,,
VT,Barnard,3/5/2024,,
VT,Hubbardton,3/5/2024,,
VT,Waterbury,3/5/2024,,
VT,Fayston,3/5/2024,,
VT,Medfield,3/5/2024,,
VT,Shrewsbury,3/5/2024,,
VT,Sharon,3/5/2024,,
VT,Windsor,3/5/2024,,
VT,Pawlet,3/5/2024,,
VT,Sudbury,3/5/2024,,
VT,Tinmouth,3/5/2024,,
VT,Sudbury,3/5/2024,,
VT,Rochester,3/5/2024,,
VT,Mount Holly,3/5/2024,,
VT,East Montpelier,3/5/2024,,
VT,Proctor,3/5/2024,,
VT,Bethel,3/5/2024,,
VT,Hartland,3/5/2024,,
VT,Marshfield,3/5/2024,,
VT,Sharon,3/5/2024,,
VT,Ira,3/5/2024,,
VT,Plainfield,3/5/2024,,
VT,Hartford,3/5/2024,,
VT,Benson,3/5/2024,,
TN,Bedford,3/5/2024,,
TN,Kingsport,5/21/2024,,
TN,Campbell,3/5/2024,,
TN,Humphreys,3/5/2024,,
TN,Trousdale,3/5/2024,,
TN,Robertson,3/5/2024,,
TN,Sullivan,3/5/2024,,
TN,Henry,3/5/2024,,
TN,Lake,3/5/2024,,
TN,Scott,3/5/2024,,
TN,Berry Hill,3/5/2024,,
TN,Moore,3/5/2024,,
TN,Fentress,3/5/2024,,
GA,Griffin-Spalding,5/21/2024,,
ID,Shoshone,5/21/2024,,
GA,Glynn,5/21/2024,,
CA,Stanislaus,3/5/2024,,
GA,Tattnall,5/21/2024,,
GA,Meriwether,5/21/2024,,
GA,Atkinson,5/21/2024,,
ID,Idaho,5/21/2024,,
ID,President,3/2/2024,,
GA,Alapaha,5/21/2024,,
GA,Dougherty,5/21/2024,,
CA,Santa Barbara,3/5/2024,,
CA,Santa Cruz,3/5/2024,,
CA,Los Angeles,3/5/2024,,
GA,Brantley,5/21/2024,,
CA,Merced,3/5/2024,,
CA,San Joaquin,3/5/2024,,
CA,Long,3/5/2024,,
GA,Spalding,5/21/2024,,
ID,Caribou,5/21/2024,,
GA,Screven,5/21/2024,,
GA,McDuffie,5/21/2024,,
ID,Gem,5/21/2024,,
ID,Twin Falls,5/21/2024,,
CA,Siskiyou,3/5/2024,,
CA,Tuolumne,3/5/2024,,
CA,Nevada,3/5/2024,,
GA,Laurens,5/21/2024,,
CA,Santa Clara,3/5/2024,,
GA,Telfair,5/21/2024,,
CA,Mariposa,3/5/2024,,
ID,ID,5/21/2024,,
GA,Haralson,5/21/2024,,
GA,Augusta-Richmond,5/21/2024,,
CA,La Verne,6/4/2024,,
GA,Upson,5/21/2024,,
GA,Butts,5/21/2024,,
GA,Lanier,5/21/2024,,
GA,Jenkins,5/21/2024,,
ID,Latah,5/21/2024,,
CA,San Mateo,3/5/2024,,
GA,Ware,5/21/2024,,
CA,Kern,3/5/2024,,
CA,Orange,3/5/2024,,
GA,Early,5/21/2024,,
ID,Blaine,5/21/2024,,
GA,Tift,5/21/2024,,
CA,Alameda,3/5/2024,,
GA,Gordon,5/21/2024,,
MT,Glacier,6/4/2024,,
MT,Sanders,6/4/2024,,
MT,Ravalli,6/4/2024,,
MT,Deer Lodge,6/4/2024,,
MT,Musselshell,6/4/2024,,
MT,Lewis and Clark,6/4/2024,,
MT,Sweet Grass,6/4/2024,,
MT,Beaverhead,6/4/2024,,
MT,Fallon,6/4/2024,,
MT,Powder River,6/4/2024,,
NJ,Ocean,5/14/2024,,
OR,Chiloquin,5/21/2024,,
OR,Sandy,5/21/2024,,
OR,Butte Falls,5/21/2024,,
OR,Grants Pass,5/21/2024,,
OR,Gold Hill,5/21/2024,,
OR,Keizer,5/21/2024,,
OR,Banks,5/21/2024,,
OR,Coos,5/21/2024,,
OR,Yoncalla,5/21/2024,,
OR,La Pine,5/21/2024,,
OR,Eugene,5/21/2024,,
OR,Portland,5/21/2024,,
OR,Cave Junction,5/21/2024,,
OR,Sisters,5/21/2024,,
NM,Bernalillo,6/4/2024,,
OR,Monmouth,5/21/2024,,
OR,Troutdale,5/21/2024,,
OR,Newberg,5/21/2024,,
OR,Curry,5/21/2024,,
NM,Valencia,6/4/2024,,
NM,Socorro,6/4/2024,,
OR,Millersburg,5/21/2024,,
OR,Lake Oswego,5/21/2024,,
OR,Depoe Bay,5/21/2024,,
OR,Roseburg,5/21/2024,,
OR,Silverton,5/21/2024,,
OR,OR,5/21/2024,,
OR,Turner,5/21/2024,,
OR,Dunes,5/21/2024,,
OR,Gresham,5/21/2024,,
OR,Aumsville,5/21/2024,,
OR,Hermiston,5/21/2024,,
OR,Maywood Park,5/21/2024,,
OR,Idanha,5/21/2024,,
OR,Josephine,5/21/2024,,
OR,Powers,5/21/2024,,
OR,Junction,5/21/2024,,
OR,Philomath,5/21/2024,,
OR,Canyonville,5/21/2024,,
OR,Halsey,5/21/2024,,
OR,Milton-Freewater,5/21/2024,,
OR,Stayton,5/21/2024,,
NM,Quay,6/4/2024,,
OR,Woodburn,5/21/2024,,
NM,Cibola,6/4/2024,,
NV,White Pine,6/11/2024,,
NV,Storey,6/11/2024,,
NV,Reno,6/11/2024,,
NV,Searchlight,6/11/2024,,
ME,Piscataquis,6/11/2024,,
ME,School,3/25/2024,,
ID,Gooding,5/21/2024,,
NV,Fernley,6/11/2024,,
ME,Regional,3/14/2024,,
FL,Mexico Beach,4/16/2024,,
FL,Greenacres,3/19/2024,,
FL,South Miami,2/13/2024,,
FL,Newberry,3/19/2024,,
FL,St. Leo,3/19/2024,,
FL,Guy-Perkins,3/19/2024,,
FL,Belle Glade,3/19/2024,,
FL,Lake Worth Beach,3/19/2024,,
FL,Boca Raton,3/19/2024,,
CO,Huerfano,6/25/2024,,
CO,CO,6/25/2024,,
MD,Havre de Grace,5/7/2024,,
CO,San Miguel,6/25/2024,,
CO,Kit Carson,6/25/2024,,
CO,Routt,6/25/2024,,
UT,Canyons,11/5/2024,,
UT,Juab,6/25/2024,,
UT,Box,11/5/2024,,
UT,Salt Lake,6/25/2024,,
UT,Tooele,6/25/2024,,
UT,Rich,6/25/2024,,
UT,Weber,6/25/2024,,
UT,Utah,6/25/2024,,
UT,Ogden,11/5/2024,,
UT,Millard,6/25/2024,,
UT,Emery,6/25/2024,,
IA,O'Brien,6/4/2024,,
IA,President,3/5/2024,,
IA,Dubuque,6/4/2024,,
IA,Emmet,6/4/2024,,
IA,Wapello,6/4/2024,,
IA,Tama,6/4/2024,,
IA,Adair,6/4/2024,,
NH,Hanover,5/14/2024,,
IA,Davis,6/4/2024,,
IA,Winneshiek,6/4/2024,,
IA,Buena Vista,6/4/2024,,
SD,Jerauld,6/4/2024,,
SD,Northwestern,6/4/2024,,
SD,Gregory,6/4/2024,,
SD,Edmunds,6/4/2024,,
SD,Hamlin,6/4/2024,,
MO,Ste. Genevieve,8/6/2024,,
MA,Southborough,5/14/2024,,
SD,Brule,6/4/2024,,
SD,Yankton,6/4/2024,,
SD,Ziebach,6/4/2024,,
SD,Todd,6/4/2024,,
MO,Pemiscot,8/6/2024,,
SD,Hand,6/4/2024,,
MT,Morin,5/7/2024,,
NY,Wilna,6/25/2024,,
NY,Mina/French Creek,6/25/2024,,
NY,Pittstown,6/25/2024,,
NY,Parishville,6/25/2024,,
MT,Olney-Bissell,5/7/2024,,
NY,Oppenheim,6/25/2024,,
NY,Greenwood Lake,3/19/2024,,
NY,Union Vale,6/25/2024,,
MT,Elysian,5/7/2024,,
MT,Whitehall,5/7/2024,,
NY,Brownville,6/25/2024,,
MT,Cottonwood,5/7/2024,,
NY,Cherry Valley,6/25/2024,,
NY,Colden,6/25/2024,,
NY,Byron,6/25/2024,,
NY,Cicero,6/25/2024,,
NY,Oyster Bay Cove,6/25/2024,,
NY,Syracuse,6/25/2024,,
NY,Hewlett Bay Park,6/25/2024,,
NY,Scarsdale,3/19/2024,,
NY,Claverack,6/25/2024,,
NY,Ulster,6/25/2024,,
NY,Southport,6/25/2024,,
NY,Woodridge,6/25/2024,,
NY,Norway,6/25/2024,,
MT,Creston,5/7/2024,,
NY,North Dansville,6/25/2024,,
NY,Hardenburgh,6/25/2024,,
NY,Ephratah,6/25/2024,,
NY,Sloatsburg,6/25/2024,,
NY,Thurman,6/25/2024,,
SC,McCormick,6/11/2024,,
SC,Edgefield,6/11/2024,,
SC,Hanahan,6/11/2024,,
SC,Greenville,6/11/2024,,
SC,Spartanburg,6/11/2024,,
OH,Anderson,3/19/2024,,
AL,Thomaston,3/5/2024,,
OH,Delray Beach,3/19/2024,,
AL,Winston,3/5/2024,,
OH,Meigs,3/19/2024,,
OH,Gallia,3/19/2024,,
OH,Gallia,3/19/2024,,
AL,Crawford,3/5/2024,,
OH,Tuscarawas,3/19/2024,,
AL,Glenpool,3/5/2024,,
OH,Vilonia,3/19/2024,,
OH,Franklin,3/19/2024,,
AL,Hennessey,3/5/2024,,
OH,Hancock,3/19/2024,,
AL,Jones,3/5/2024,,
OH,Noble,3/19/2024,,
OH,Allen,3/19/2024,,
AL,Etowah,3/5/2024,,
OH,Gallia,3/19/2024,,
AL,Proctor,3/5/2024,,
AL,Elmore,3/5/2024,,
OH,Pickaway,3/19/2024,,
OH,Defiance,3/19/2024,,
OH,Meigs,3/19/2024,,
AL,Canisteo,3/5/2024,,
OH,Crawford,3/19/2024,,
OH,Lucas,3/19/2024,,
AL,Desha,3/5/2024,,
AL,Dryden,3/5/2024,,
AL,Stone,3/5/2024,,
OK,Tecumseh,2/13/2024,,
OH,Roslyn Harbor,3/19/2024,,
AL,Norman,3/5/2024,,
OH,Cheswold,3/19/2024,,
OH,Warren,3/19/2024,,
OH,Licking,3/19/2024,,
OH,Pine Bluff,3/19/2024,,
OH,Columbiana,3/19/2024,,
LA,Rush,3/23/2024,,
OH,Ashland,3/19/2024,,
AL,Port Washington North,3/5/2024,,
AL,Remsen,3/5/2024,,
OH,Mahoning,3/19/2024,,
OH,Alden,3/19/2024,,
OH,Little Valley,3/19/2024,,
OH,Champaign,3/19/2024,,
AL,Madisonville,3/5/2024,,
AL,North Hornell,3/5/2024,,
LA,Bray-Doyle,3/23/2024,,
AL,Walker,3/5/2024,,
AL,Wilcox,3/5/2024,,
AL,Sumter,3/5/2024,,
OH,Knox,3/19/2024,,
OH,Ross,3/19/2024,,
LA,Indiahoma,3/23/2024,,
AL,Wilcox,3/5/2024,,
AL,Regional,3/5/2024,,
OH,Trumbull,3/19/2024,,
LA,Luther,3/23/2024,,
AL,Madison,3/5/2024,,
OH,Sandusky,3/19/2024,,
AL,Morgan,3/5/2024,,
OH,Shelby,3/19/2024,,
OH,Noble,3/19/2024,,
OH,Ashtabula,3/19/2024,,
OH,Hancock,3/19/2024,,
OH,Hancock,3/19/2024,,
OH,Clinton,3/19/2024,,
AL,McMinn,3/5/2024,,
OH,Highland,3/19/2024,,
OH,Noble,3/19/2024,,
OH,London,3/19/2024,,
AL,Oklahoma,3/5/2024,,
AL,Chambers,3/5/2024,,
LA,Hinton,3/23/2024,,
OH,Coshocton,3/19/2024,,
AL,Tallapoosa,3/5/2024,,
OH,Henry,3/19/2024,,
AL,Saddle Rock,3/5/2024,,
OH,Smith,3/19/2024,,
AL,Dallas,3/5/2024,,
OH,Haywood,3/19/2024,,
LA,Amber-Pocasset,3/23/2024,,
OH,Wayne,3/19/2024,,
AL,Coffee,3/5/2024,,
AL,Monroe,3/5/2024,,
AL,School,3/5/2024,,
LA,Asher,3/23/2024,,
OH,Gallia,3/19/2024,,
OH,Huron,3/19/2024,,
OH,Lucas,3/19/2024,,
OH,Clinton,3/19/2024,,
OH,Tuscarawas,3/19/2024,,
AL,Choctaw,3/5/2024,,
OH,Pickaway,3/19/2024,,
AL,Great Neck Plaza,3/5/2024,,
OH,Harrison,3/19/2024,,
OH,Choctaw,3/19/2024,,
OH,Putnam,3/19/2024,,
OH,Preble,3/19/2024,,
OH,Weakley,3/19/2024,,
OH,Delaware,3/19/2024,,
OH,Oakland,3/19/2024,,
AL,Blanchard,3/5/2024,,
OH,Shelby,3/19/2024,,
OH,Guernsey,3/19/2024,,
AL,DeKalb,3/5/2024,,
OH,Ottawa,3/19/2024,,
OH,Hardin,3/19/2024,,
OH,Henry,3/19/2024,,
AL,Orange,3/5/2024,,
OH,Lawrence,3/19/2024,,
AL,Henderson,3/5/2024,,
AL,Scott,3/5/2024,,
AL,Grundy,3/5/2024,,
AL,Putnam,3/5/2024,,
AL,Kiefer,3/5/2024,,
OH,Logan,3/19/2024,,
OH,Franklin,3/19/2024,,
OH,Perry,3/19/2024,,
OH,Knox,3/19/2024,,
AL,Barker,3/5/2024,,
AL,Middlesex,3/5/2024,,
OH,Delaware,3/19/2024,,
LA,Henderson,3/2/2024,,
OH,Trumbull,3/19/2024,,
OH,Henry,3/19/2024,,
OH,Morrow,3/19/2024,,
AL,Bedford,3/5/2024,,
AL,Barbour,3/5/2024,,
OH,Wayne,3/19/2024,,
OH,Greene,3/19/2024,,
AL,Lonoke,3/5/2024,,
OH,Belmont,3/19/2024,,
AL,Pulaski,3/5/2024,,
OH,Summit,3/19/2024,,
AL,Pelham,3/5/2024,,
LA,Berryhill,3/23/2024,,
AL,Caney,3/5/2024,,
OH,Defiance,3/19/2024,,
AL,Pope,3/5/2024,,
AL,Clay,3/5/2024,,
OH,Gallia,3/19/2024,,
OH,Ottawa,3/19/2024,,
OH,Ashland,3/19/2024,,
AL,Talladega,3/5/2024,,
OH,Monroe,3/19/2024,,
OH,Hardin,3/19/2024,,
OH,Meigs,3/19/2024,,
OH,Paulding,3/19/2024,,
OH,Hawkins,3/19/2024,,
OH,Erie,3/19/2024,,
OH,Crawford,3/19/2024,,
OH,Clermont,3/19/2024,,
AL,Drew,3/5/2024,,
AL,Wilcox,3/5/2024,,
OH,Clark,3/19/2024,,
AL,Wilcox,3/5/2024,,
OH,Ross,3/19/2024,,
AL,Franklin,3/5/2024,,
OH,Cave Springs,3/19/2024,,
OH,Perry,3/19/2024,,
OH,Ross,3/19/2024,,
AL,Bolton,3/5/2024,,
OH,Fairfield,3/19/2024,,
AL,Dallas,3/5/2024,,
OH,Pickett,3/19/2024,,
OH,Auglaize,3/19/2024,,
LA,Tuttle,3/23/2024,,
OH,Gallia,3/19/2024,,
OH,Harrison,3/19/2024,,
OH,Jefferson,3/19/2024,,
OH,Richland,3/19/2024,,
OH,Holmes,3/19/2024,,
AL,Huntington,3/5/2024,,
AL,Verdigris,3/5/2024,,
AL,Jackson,3/5/2024,,
OH,Warren,3/19/2024,,
AL,Richmond,3/5/2024,,
AL,Walker,3/5/2024,,
AL,Saline,3/5/2024,,
OH,Fayette,3/19/2024,,
OH,Champaign,3/19/2024,,
OH,Lucas,3/19/2024,,
OH,Gibson,3/19/2024,,
OH,Hardin,3/19/2024,,
OH,Clermont,3/19/2024,,
OH,Madison,3/19/2024,,
OH,Clark,3/19/2024,,
OH,Lorain,3/19/2024,,
OH,Gallia,3/19/2024,,
OH,Chester,3/19/2024,,
AL,Chicot,3/5/2024,,
OH,Warren,3/19/2024,,
OH,Auglaize,3/19/2024,,
OH,Franklin,3/19/2024,,
OH,Defiance,3/19/2024,,
OH,Lucas,3/19/2024,,
AL,Winston,3/5/2024,,
AL,Drummond,3/5/2024,,
OH,Putnam,3/19/2024,,
OH,Knox,3/19/2024,,
OH,Wyandot,3/19/2024,,
AL,Munsey Park,3/5/2024,,
OH,Summit,3/19/2024,,
OH,Clermont,3/19/2024,,
AZ,President,3/19/2024,,
AL,Logan,3/5/2024,,
AL,Union Springs,3/5/2024,,
AL,Snyder,3/5/2024,,
AL,Columbia,3/5/2024,,
AL,Arkport,3/5/2024,,
OH,Marion,3/19/2024,,
OH,Highland,3/19/2024,,
OH,Ashtabula,3/19/2024,,
AL,Charlotte,3/5/2024,,
OH,Cocke,3/19/2024,,
AL,Coosa,3/5/2024,,
OH,Tuscarawas,3/19/2024,,
AL,Central,3/5/2024,,
OK,Claremore,2/13/2024,,
OH,Mahoning,3/19/2024,,
AL,Cache,3/5/2024,,
OH,Van Wert,3/19/2024,,
AL,Poinsett,3/5/2024,,
OH,Springtown,3/19/2024,,
OH,Monroe,3/19/2024,,
OH,Lucas,3/19/2024,,
AL,Bellerose,3/5/2024,,
OH,Lorain,3/19/2024,,
OH,Underhill,3/19/2024,,
OH,Geauga,3/19/2024,,
OH,Muskingum,3/19/2024,,
OH,Van Wert,3/19/2024,,
OH,Ottawa,3/19/2024,,
AL,Tinmouth,3/5/2024,,
OK,Riverview,2/13/2024,,
AL,DeKalb,3/5/2024,,
OH,Licking,3/19/2024,,
OH,Brown,3/19/2024,,
OH,Sandusky,3/19/2024,,
AL,Little Creek,3/5/2024,,
OH,Preble,3/19/2024,,
OH,Tuscarawas,3/19/2024,,
LA,Warner,3/23/2024,,
OH,Allen,3/19/2024,,
AL,Billings,3/5/2024,,
OH,Tuscarawas,3/19/2024,,
OH,Summit,3/19/2024,,
AL,Avoca,3/5/2024,,
LA,Mandeville,3/2/2024,,
OH,Hamilton,3/19/2024,,
OH,Morgan,3/19/2024,,
AL,Bristow,3/5/2024,,
AL,Belleair Bluffs,3/5/2024,,
OH,Jefferson,3/19/2024,,
OH,Medina,3/19/2024,,
AL,Valatie,3/5/2024,,
OH,Henry,3/19/2024,,
AL,Jackson,3/5/2024,,
OH,Garfield,3/19/2024,,
OH,Sumner,3/19/2024,,
OH,Morrow,3/19/2024,,
OH,Monroe,3/19/2024,,
OH,Belmont,3/19/2024,,
OK,Owasso,2/13/2024,,
AL,Chittenden,3/5/2024,,
OH,Carroll,3/19/2024,,
OH,Harrison,3/19/2024,,
OH,Morrow,3/19/2024,,
OH,Wayne,3/19/2024,,
OH,Williams,3/19/2024,,
OH,Wonderview,3/19/2024,,
OH,Union,3/19/2024,,
OH,Delaware,3/19/2024,,
AL,Floral Park,3/5/2024,,
AL,Magnolia,3/5/2024,,
OH,Sandusky,3/19/2024,,
OH,Portage,3/19/2024,,
OH,Fairfield,3/19/2024,,
OH,Geauga,3/19/2024,,
AL,Williston Park,3/5/2024,,
AL,Tallapoosa,3/5/2024,,
AL,Ellendale,3/5/2024,,
OH,Scioto,3/19/2024,,
OH,Fairfield,3/19/2024,,
OH,Montgomery,3/19/2024,,
OH,Davidson,3/19/2024,,
LA,Lookeba-Sickles,3/23/2024,,
OH,Fayette,3/19/2024,,
OH,Pickaway,3/19/2024,,
AL,St. Clair,3/5/2024,,
AL,Little,3/5/2024,,
OH,Montgomery,3/19/2024,,
OH,Scioto,3/19/2024,,
OH,Belmont,3/19/2024,,
OH,Coshocton,3/19/2024,,
OH,Ashland,3/19/2024,,
AL,Jefferson,3/5/2024,,
OH,Monroe,3/19/2024,,
AL,New Hartford,3/5/2024,,
OH,Wyandot,3/19/2024,,
OH,Darke,3/19/2024,,
AL,Mendon,3/5/2024,,
AL,Etowah,3/5/2024,,
OH,Seneca,3/19/2024,,
AL,Dallas,3/5/2024,,
OH,Brown,3/19/2024,,
OH,Seneca,3/19/2024,,
OH,Medina,3/19/2024,,
AL,Houston,3/5/2024,,
AL,Russell,3/5/2024,,
AL,Chittenango,3/5/2024,,
OH,Pickaway,3/19/2024,,
